Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Andres Flores,POR,M,15,9,778,0,1,10,1,0,0/0,0,0,0.0,0.0,1,1,0,0.12,12,6,0,0,0,10.0,2019,reg
Brooks Lennon,ATL,D,28,16,1539,0,1,10,2,0,0/0,0,0,0.0,0.0,1,1,0,0.06,23,8,1,3,0,20.0,2019,reg
Julio Cascante,POR,D,22,16,1440,0,1,10,3,0,0/0,0,0,0.0,0.0,0,0,1,0.06,28,4,1,4,1,30.0,2019,reg
Marcos Lopez,SJ,D,18,15,1168,0,1,10,4,0,0/0,0,0,0.0,0.0,0,1,0,0.08,19,28,0,7,1,40.0,2019,reg
Zachary Brault-Guillard,MTL,D,13,9,871,0,1,11,5,0,0/0,0,0,0.0,0.0,1,1,0,0.1,11,3,1,1,0,45.45,2019,reg
Vincent Bezecourt,NY,M,8,7,453,0,1,11,3,0,0/0,0,0,0.0,0.0,0,1,0,0.2,10,5,1,0,0,27.27,2019,reg
Eric Remedi,ATL,M,28,25,2055,0,1,11,3,0,0/0,0,0,0.0,0.0,0,1,0,0.04,32,47,0,6,0,27.27,2019,reg
Josh Sims,NY,M,7,5,478,0,1,11,3,0,0/0,0,0,0.0,0.0,1,0,1,0.19,5,10,1,0,0,27.27,2019,reg
Micheal Azira,CHI,M,23,18,1659,0,1,11,3,0,0/0,0,0,0.0,0.0,0,0,1,0.05,26,15,0,4,0,27.27,2019,reg
Laurent Ciman,TOR,D,17,14,1262,0,1,11,3,0,0/0,0,0,0.0,0.0,0,0,1,0.07,12,2,1,3,0,27.27,2019,reg
Jeff Larentowicz,ATL,M,27,15,1465,0,1,11,1,0,0/0,0,0,0.0,0.0,0,1,0,0.06,27,10,1,4,1,9.09,2019,reg
Jacob Shaffelburg,TOR,M-F,10,8,672,0,1,11,4,0,0/0,0,0,0.0,0.0,0,1,0,0.13,5,8,2,0,0,36.36,2019,reg
Joseph-Claude Gyau,CIN,M,8,5,461,0,1,12,5,0,0/0,0,0,0.0,0.0,0,1,0,0.2,14,10,1,0,1,41.67,2019,reg
Kim Kee-hee,SEA,D,30,30,2622,0,1,14,1,0,0/0,0,0,0.0,0.0,0,1,0,0.03,31,9,0,6,0,7.14,2019,reg
Oriol Rosell,ORL,M-D,20,16,1465,0,1,15,2,0,0/0,0,0,0.0,0.0,1,1,0,0.06,24,12,0,6,0,13.33,2019,reg
Andy Polo,POR,M,19,12,1047,0,1,15,3,0,0/0,0,0,0.0,0.0,0,0,1,0.09,7,6,1,1,0,20.0,2019,reg
Boniek Garcia,HOU,M,32,30,2584,0,1,16,3,0,0/0,0,0,0.0,0.0,0,1,0,0.03,49,40,1,6,0,18.75,2019,reg
Gustav Svensson,SEA,M,22,21,1813,0,1,19,4,0,0/0,0,0,0.0,0.0,1,1,0,0.05,18,17,0,1,0,21.05,2019,reg
David Guzman,CLB,M,21,17,1489,0,1,21,3,0,0/0,0,0,0.0,0.0,0,0,1,0.06,37,21,0,6,0,14.29,2019,reg
Matias Vera,HOU,M,30,30,2639,0,1,22,0,0,0/0,0,0,0.0,0.0,0,0,1,0.03,51,28,0,9,1,0.0,2019,reg
Zachary Herivaux,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Daniel Bedoya,NYC,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Deklan Wynne,COL,D,11,11,917,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,2,1,0,0,,2019,reg
Modou Jadama,POR,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2019,reg
Ben Mines,RBNY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Oniel Fisher,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Cristian Colman,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Tomas Hilliard-Arce,LA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Foster Langsdorf,POR,F,2,0,25,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Eric Calvillo,SJ,M,2,1,73,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2019,reg
Brian Wright,NE,F,2,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Bradford Jamieson IV,LA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Jimmy Ockford,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Luke Mulholland,RSL,M,1,0,19,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Blake Smith,CIN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Marco Farfan,POR,D,3,3,190,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,2,0,,2019,reg
Michael Baldisimo,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Shandon Hopeau,SEA,F,1,0,32,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Lagos Kunga,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Wan Kuzain Wan Kamal,SKC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Matt Hundley,COL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Sam Junqua,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
David Norman Jr.,MIA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Julian Dunn,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Noble Okello,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Daniel Kinumbe,MTL,D,1,1,67,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,,2019,reg
Jacob Akanyirige,SJ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Gilbert Fuentes,SJ,M,1,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Andre Reynolds II,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Georges Mukumbilwa,VAN,D-M,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Juan Pablo Torres,NYC,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Griffin Dorsey,TOR,M,1,0,3,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2019,reg
Kevin Partida,SJ,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Tate Schmitt,RSL,M,6,1,92,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,,2019,reg
Sam Raben,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Logan Gdula,CIN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Luis Arriaga,RSL,F,2,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Luis Felipe,SJ,M,3,0,39,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,1,0,,2019,reg
Isaac Angking,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Nicolas Firmino,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Cameron Duke,SKC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Pablo Ruiz,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Jaylin Lindsey,SKC,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Chris Goslin,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Amar Sejdic,MTL,M,1,1,68,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Kortne Ford,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Chris Odoi-Atsem,DC,D,3,1,134,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Jon Gallagher,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Jean-Christophe Koffi,NY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Brendan McDonough,VAN,D,1,1,66,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Gordon Wild,LA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Luiz Fernando,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Derrick Jones,NSH,M,2,0,57,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2019,reg
Juninho,LA,M,2,0,8,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Corben Bone,CIN,M,6,2,186,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,2,0,0,,2019,reg
Dejan Jakovic,LAFC,D,3,2,181,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,,2019,reg
Kevin Kratz,ATL,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Rodney Wallace,SKC,D,1,1,27,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2019,reg
Tony Beltran,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Francois Affolter,SJ,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2019,reg
Rod Fanni,MTL,D,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Jimmy McLaughlin,CIN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Adam Henley,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Greg Garza,CIN,D,13,11,908,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,10,2,1,0,,2019,reg
RJ Allen,PHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Servando Carrasco,LA,M,16,3,388,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,0,0,2,0,,2019,reg
Moises Hernandez,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Gabriel Somi,NE,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Bismark Adjei-Boateng,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Jonathan Campbell,SEA,D,4,4,360,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,1,0,,2019,reg
Mikey Ambrose,MIA,D,4,3,266,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,2,0,,2019,reg
Eric Bird,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Alejandro Guido,LAFC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Chris Duvall,POR,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2019,reg
Nazmi Albadawi,CIN,M,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2019,reg
Callum Montgomery,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Antonio Bustamante,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Akeem Ward,DC,D,1,1,48,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,,2019,reg
Simon Colyn,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Diedie Traore,LA,D,4,3,220,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,9,1,0,0,,2019,reg
Griffin Yow,DC,F,2,1,59,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Wyatt Omsberg,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Carter Manley,MIN,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2019,reg
Tyler Freeman,SKC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Erik McCue,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Julian Vazquez,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Karifa Yao,MTL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Justin Haak,NYC,M,3,0,6,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Joe Scally,NYC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
George Bello,ATL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Edward Opoku,CLB,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Michee Ngalina,PHI,F,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,,2019,reg
Diego Palacios,LAFC,D,2,1,92,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2019,reg
Cade Cowell,SJ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2019,reg
Siad Haji,SJ,M,4,0,41,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2019,reg
Jasser Khmiri,VAN,D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,2019,reg
Ema Twumasi,DAL,F,2,0,27,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2019,reg
Alfonso Ocampo-Chavez,SEA,F,3,1,82,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,100.0,2019,reg
Ricardo Pepi,DAL,F,7,0,71,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,3,0,0,100.0,2019,reg
Javi Perez,LFC,M,1,0,12,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2019,reg
Jalen Robinson,DC,D,10,5,413,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,0.0,2019,reg
Kevin Garcia,HOU,D,12,8,812,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,3,0,1,0,0.0,2019,reg
Harold Cummings,SJ,D,16,16,1392,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,12,0,5,0,100.0,2019,reg
Drew Moor,COL,D,13,11,1022,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,4,1,2,0,100.0,2019,reg
Brett Levis,VAN,D,9,3,330,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,5,0,1,0,0.0,2019,reg
Grant Lillard,MIA,D,4,2,206,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2019,reg
Andrew Carleton,ATL,M,3,0,64,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2019,reg
Shaft Brewer Jr.,LFC,M-D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,2019,reg
Kamal Miller,ORL,D,16,14,1350,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,4,0,1,0,0.0,2019,reg
Douglas Martinez,RSL,F,1,1,64,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2019,reg
Felipe Hernandez,SKC,M,2,1,95,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2019,reg
Niko Hansen,HOU,F,13,2,279,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,3,0,1,0,0.0,2019,reg
Alex De John,ORL,D,6,6,406,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,3,0,1,0,0.0,2019,reg
Michael Salazar,HOU,F,7,1,153,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,0.0,2019,reg
Justin Portillo ,RSL,M,4,2,194,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,1,1,0.0,2019,reg
Tommy McCabe,CIN,M,6,2,244,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2019,reg
Mark McKenzie,PHI,D,7,6,537,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,5,0,0,0,0.0,2019,reg
Forrest Lasso,CIN,D,5,4,393,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,6,1,2,0,50.0,2019,reg
John Nelson,DAL,D,9,4,451,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2019,reg
Emanuel Cecchini,SEA,M,4,1,155,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,1,0,0.0,2019,reg
Ronaldo Peña,HOU,F,4,2,157,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,1,3,0,0.0,2019,reg
Marcus Epps,NY,M,3,1,109,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,50.0,2019,reg
Ken Krolicki,MTL,M,10,5,523,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,7,0,2,0,0.0,2019,reg
Niki Jackson,COL,F,4,0,35,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,1,0,0,50.0,2019,reg
Aboubacar Keita,CLB,D,10,8,801,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,6,0,0,0,0.0,2019,reg
Abdul Rwatubyaye,COL,D,2,1,164,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,1,0,0.0,2019,reg
James Sands,NYC,M,19,18,1488,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,25,10,1,4,0,50.0,2019,reg
Ballou Jean-Yves Tabla,MTL,F,4,1,127,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2019,reg
Rece Buckmaster,NY,D,6,6,540,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,6,0,1,0,0.0,2019,reg
Jonathan Bornstein,CHI,D,11,11,914,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,12,0,1,0,0.0,2019,reg
Wilfried Moimbe,MIN,D,4,4,336,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,0.0,2019,reg
Chris McCann,DC,M-D,6,4,319,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,0,0,0.0,2019,reg
Matt Besler,SKC,D,27,25,2115,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,10,0,3,1,0.0,2019,reg
Danilo Silva,LAFC,D,5,2,222,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,3,0,1,0,0.0,2019,reg
Johan Blomberg,COL,M,3,1,88,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,1,0.0,2019,reg
Edwin Gyasi,DAL,M,4,1,82,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,1,0,0,50.0,2019,reg
Lucas Melano,POR,F,8,1,121,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,1,1,0,0.0,2019,reg
Fabinho,PHI,D,1,1,90,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,2019,reg
Kofi Opare,COL,D,3,3,270,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2019,reg
Thomas Chacon,MIN,M,2,1,85,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,3,0,0,0,50.0,2019,reg
Diego Campos,CHI,D-M,10,5,439,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,1,0,33.33,2019,reg
Sebastien Ibeagha,NYC,D,23,11,1112,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,6,0,1,0,33.33,2019,reg
Waylon Francis,CLB,D,17,16,1382,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,10,0,3,0,0.0,2019,reg
Shane O'Neill,SEA,D,11,8,838,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,2,0,2,0,0.0,2019,reg
Zarek Valentin,HOU,D,21,17,1623,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,18,5,0,5,0,0.0,2019,reg
Andreu Fontas,SKC,D,13,10,964,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,5,0,2,0,33.33,2019,reg
Florentin Pogba,ATL,D,13,8,780,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,15,4,0,2,0,33.33,2019,reg
Zoltan Stieber,DC,M-F,9,3,301,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,3,0,0,33.33,2019,reg
Justin Hoyte,CIN,D,17,16,1477,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,1,0,3,0,33.33,2019,reg
Cristian Martinez,CHI,M,5,0,50,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,33.33,2019,reg
Justin Rennicks,NE,F,2,1,106,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0.0,2019,reg
Thomas Roberts,DAL,M,6,3,237,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,33.33,2019,reg
Ethan Zubak,LA,F,3,0,40,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,33.33,2019,reg
Eric Miller,NSH,D,11,9,764,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,4,0,2,0,0.0,2019,reg
Gedion Zelalem,NYC,M,9,5,436,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,0,1,0,66.67,2019,reg
Henry Wingo,SEA,M,6,2,200,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2019,reg
Andre Horta,LFC,M,4,2,184,0,0,4,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0.0,2019,reg
Connor Maloney,CLB,D,10,9,798,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,8,2,1,0,25.0,2019,reg
Eryk Williamson,POR,M,7,3,234,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,1,0,25.0,2019,reg
Michael Parkhurst,ATL,D,20,15,1443,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,11,8,0,3,0,50.0,2019,reg
Maikel van der Werff,CIN,D,11,11,990,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,8,2,2,0,25.0,2019,reg
Terrence Boyd,TOR,F,11,3,339,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,6,1,1,0,50.0,2019,reg
Marquinhos Pedroso,DAL,D,6,4,406,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,25.0,2019,reg
Mathias Jorgensen,RBNY,F,5,1,117,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,1,1,0,25.0,2019,reg
