"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"Hawaiian on Pan Crust, Small","Hawaiian on Pan Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Small, 1 Slice","Pizza",290,9,5,0,30,720,NA,38,13,4,2,232,7,4,0,24,576,NA,30,10,3,2
"Hawaiian on Pan Crust, Medium","Hawaiian on Pan Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Medium, 1 Slice","Pizza",330,11,5,0,35,810,NA,43,15,4,2,236,8,4,0,25,579,NA,31,11,3,1
"Hawaiian on Pan Crust, Large","Hawaiian on Pan Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Large, 1 Slice","Pizza",300,10,5,0,35,760,NA,40,14,4,2,229,8,4,0,27,580,NA,31,11,3,2
"Hawaiian on Pan Crust, Extra Large","Hawaiian on Pan Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",310,10,5,0,35,760,NA,40,14,4,2,235,8,4,0,27,576,NA,30,11,3,2
"Italian Garlic Supreme on Skinny Crust, Personal","Italian Garlic Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",170,10,4,0,25,410,NA,12,8,1,1,266,16,6,0,39,641,NA,19,13,2,2
"Italian Garlic Supreme on Skinny Crust, Small","Italian Garlic Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Small, 1 Slice","Pizza",230,14,6,0,35,560,NA,16,10,1,1,261,16,7,0,40,636,NA,18,11,1,1
"Italian Garlic Supreme on Skinny Crust, Medium","Italian Garlic Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",260,15,6,0,40,610,NA,20,12,1,1,265,15,6,0,41,622,NA,20,12,1,1
"Italian Garlic Supreme on Skinny Crust, Large","Italian Garlic Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Large, 1 Slice","Pizza",240,14,6,0,35,570,NA,18,11,1,1,267,16,7,0,39,633,NA,20,12,1,1
"Italian Garlic Supreme on Original Crust, Personal","Italian Garlic Supreme on Original Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",190,10,4.5,0,25,460,NA,16,8,1,1,260,14,6,0,34,630,NA,22,11,1,1
"Italian Garlic Supreme on Original Crust, Small","Italian Garlic Supreme on Original Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Small, 1 Slice","Pizza",260,14,6,0,35,630,NA,23,11,2,1,260,14,6,0,35,630,NA,23,11,2,1
"Italian Garlic Supreme on Original Crust, Medium","Italian Garlic Supreme on Original Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",300,15,6,0,40,700,NA,27,13,2,1,268,13,5,0,36,625,NA,24,12,2,1
"Italian Garlic Supreme on Original Crust, Large","Italian Garlic Supreme on Original Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Large, 1 Slice","Pizza",270,14,6,0,35,640,NA,25,12,2,1,262,14,6,0,34,621,NA,24,12,2,1
"Italian Garlic Supreme on Original Crust, Extra Large","Italian Garlic Supreme on Original Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",260,14,6,0,35,620,NA,24,11,2,1,260,14,6,0,35,620,NA,24,11,2,1
"Italian Garlic Supreme on Pan Crust, Personal","Italian Garlic Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",250,11,4.5,0,25,590,NA,28,10,2,1,263,12,5,0,26,621,NA,29,11,2,1
"Italian Garlic Supreme on Pan Crust, Small","Italian Garlic Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Small, 1 Slice","Pizza",350,16,7,0,40,830,NA,37,15,2,2,263,12,5,0,30,624,NA,28,11,2,2
"Italian Garlic Supreme on Pan Crust, Medium","Italian Garlic Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",390,17,7,0,45,900,NA,42,16,2,2,269,12,5,0,31,621,NA,29,11,1,1
"Italian Garlic Supreme on Pan Crust, Large","Italian Garlic Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Large, 1 Slice","Pizza",360,16,7,0,40,840,NA,39,15,2,2,267,12,5,0,30,622,NA,29,11,1,1
"Italian Garlic Supreme on Pan Crust, Extra Large","Italian Garlic Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Tomatoes, Mushrooms, Green Onions, Garlic & Creamy Garlic Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",360,16,7,0,40,830,NA,39,15,2,2,269,12,5,0,30,619,NA,29,11,1,1
"King Arthur Supreme on Skinny Crust, Personal","King Arthur Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Personal, 1 Slice","Pizza",160,9,4,0,25,380,NA,12,8,1,1,235,13,6,0,37,559,NA,18,12,1,1
"King Arthur Supreme on Skinny Crust, Small","King Arthur Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty, Pizza, Small, 1 Slice","Pizza",220,12,5,0,30,510,NA,17,10,2,1,234,13,5,0,32,543,NA,18,11,2,1
"King Arthur Supreme on Skinny Crust, Medium","King Arthur Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Medium, 1 Slice","Pizza",260,14,6,0,40,640,NA,21,13,2,2,230,12,5,0,35,566,NA,19,12,2,2
"King Arthur Supreme on Skinny Crust, Large","King Arthur Supreme on Skinny Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Large, 1 Slice","Pizza",240,13,6,0,35,570,NA,19,11,2,1,235,13,6,0,34,559,NA,19,11,2,1
"King Arthur Supreme on Original Crust, Personal","King Arthur Supreme on Original Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions & Black Olives, Specialty Pizza, Personal, 1 Slice","Pizza",180,9,4,0,25,430,NA,17,8,1,1,237,12,5,0,33,566,NA,22,11,1,1
"King Arthur Supreme on Original Crust, Small","King Arthur Supreme on Original Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Small, 1 Slice","Pizza",250,12,5,0,30,590,NA,24,11,2,2,236,11,5,0,28,557,NA,23,10,2,2
"King Arthur Supreme on Original Crust, Medium","King Arthur Supreme on Original Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Medium, 1 Slice","Pizza",300,15,6,0,40,720,NA,28,14,3,2,234,12,5,0,31,563,NA,22,11,2,2
"King Arthur Supreme on Original Crust, Large","King Arthur Supreme on Original Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Large, 1 Slice","Pizza",270,13,6,0,35,650,NA,26,12,2,2,235,11,5,0,30,565,NA,23,10,2,2
"King Arthur Supreme on Original Crust, Extra Large","King Arthur Supreme on Original Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",260,13,6,0,35,640,NA,25,12,2,2,228,11,5,0,31,561,NA,22,11,2,2
"Smokehouse Combo on Pan Crust w/ Pepperoni, Small","Smokehouse Combo on Pan Crust w/ Pepperoni, Specialty Pizza, Small, 1 Slice","Pizza",340,14,6,0,40,820,NA,38,15,3,2,250,10,4,0,29,603,NA,28,11,2,1
"King Arthur Supreme on Pan Crust, Personal","King Arthur Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Personal, 1 Slice","Pizza",220,8,3.5,0,20,530,NA,28,9,2,1,244,9,4,0,22,589,NA,31,10,2,1
"King Arthur Supreme on Pan Crust, Small","King Arthur Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Small, 1 Slice","Pizza",310,12,6,0,35,740,NA,37,14,2,2,248,10,5,0,28,592,NA,30,11,2,2
"King Arthur Supreme on Pan Crust, Medium","King Arthur Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Medium, 1 Slice","Pizza",360,15,7,0,40,850,NA,42,16,3,2,248,10,5,0,28,586,NA,29,11,2,1
"King Arthur Supreme on Pan Crust, Large","King Arthur Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Large, 1 Slice","Pizza",340,14,6,0,40,790,NA,39,15,2,2,252,10,4,0,30,585,NA,29,11,1,1
"King Arthur Supreme on Pan Crust, Extra Large","King Arthur Supreme on Pan Crust w/ Pepperoni, Italian Sausage, Salami, Linguica, Mushrooms, Green Peppers, Onions, Zesty Red Sauce & Black Olives, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",340,14,6,0,40,800,NA,39,15,3,2,246,10,4,0,29,580,NA,28,11,2,1
"Maui Zaui on Skinny Crust w/ Polynesian Sauce, Personal","Maui Zaui on Skinny Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",150,7,3.5,0,20,420,NA,15,7,4,1,227,11,5,0,30,636,NA,23,11,6,2
"Maui Zaui on Skinny Crust w/ Polynesian Sauce, Small","Maui Zaui on Skinny Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",200,9,4.5,0,25,570,NA,20,10,5,1,227,10,5,0,28,648,NA,23,11,6,1
"Maui Zaui on Skinny Crust w/ Polynesian Sauce, Medium","Maui Zaui on Skinny Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",240,11,5,0,35,680,NA,24,12,6,1,224,10,5,0,33,636,NA,22,11,6,1
"Maui Zaui on Skinny Crust w/ Polynesian Sauce, Large","Maui Zaui on Skinny Crust w/ Polynesian, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",220,10,5,0,30,630,NA,22,11,5,1,220,10,5,0,30,630,NA,22,11,5,1
"Maui Zaui on Original Crust w/ Polynesian Sauce, Personal","Maui Zaui on Original Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",170,7,3.5,0,20,470,NA,19,8,4,1,230,9,5,0,27,635,NA,26,11,5,1
"Maui Zaui on Original Crust w/ Polynesian Sauce, Small","Maui Zaui on Original Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",230,9,4.5,0,25,640,NA,26,11,5,1,230,9,5,0,25,640,NA,26,11,5,1
"Maui Zaui on Original Crust w/ Polynesian Sauce, Medium","Maui Zaui on Original Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",280,11,5,0,35,770,NA,32,13,6,2,230,9,4,0,29,631,NA,26,11,5,2
"Maui Zaui on Original Crust w/ Polynesian Sauce, Large","Maui Zaui on Original Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",260,10,5,0,30,710,NA,29,12,6,2,230,9,4,0,27,628,NA,26,11,5,2
"Smokehouse Combo on Pan Crust w/ Pepperoni, Personal","Smokehouse Combo on Pan Crust w/ Pepperoni, Specialty Pizza, Personal, 1 Slice","Pizza",240,9,4,0,25,600,NA,29,10,3,2,247,9,4,0,26,619,NA,30,10,3,2
"Maui Zaui on Original Crust w/ Polynesian Sauce, Extra Large","Maui Zaui on Original Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",250,10,5,0,30,690,NA,28,12,5,2,227,9,5,0,27,627,NA,25,11,5,2
"Maui Zaui on Pan Crust w/ Polynesian Sauce, Personal","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",230,7,3.5,0,20,600,NA,31,10,4,2,240,7,4,0,21,625,NA,32,10,4,2
"Maui Zaui on Pan Crust w/ Polynesian Sauce, Small","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",320,12,6,0,35,840,NA,40,14,6,2,241,9,5,0,26,632,NA,30,11,5,2
"Maui Zaui on Pan Crust w/ Polynesian Sauce, Medium","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",370,13,6,0,40,970,NA,46,16,7,2,239,8,4,0,26,626,NA,30,10,5,1
"Maui Zaui on Pan Crust w/ Polynesian Sauce, Large","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",340,12,6,0,35,900,NA,43,15,6,2,236,8,4,0,24,625,NA,30,10,4,1
"Maui Zaui on Pan Crust w/ Polynesian Sauce, Extra Large","Maui Zaui on Pan Crust w/ Polynesian Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",340,12,6,0,35,900,NA,43,15,6,2,236,8,4,0,24,625,NA,30,10,4,1
"Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Personal","Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",140,7,3.5,0,20,380,NA,13,7,2,1,209,10,5,0,30,567,NA,19,10,3,1
"Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Small","Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",200,9,4.5,0,25,520,NA,18,10,3,1,217,10,5,0,27,565,NA,20,11,3,1
"Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Medium","Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",230,11,5,0,35,640,NA,22,12,4,1,204,10,4,0,31,566,NA,19,11,4,1
"Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Large","Maui Zaui on Skinny Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",220,10,5,0,30,590,NA,20,11,4,1,210,10,5,0,29,562,NA,19,10,4,1
"Maui Zaui on Original Crust w/ Zesty Red Sauce, Personal","Maui Zaui on Original Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",170,7,3.5,0,20,430,NA,17,8,2,1,227,9,5,0,27,573,NA,23,11,3,1
"Maui Zaui on Original Crust w/ Zesty Red Sauce, Small","Maui Zaui on Original Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",230,9,4.5,0,25,600,NA,25,11,3,1,221,9,4,0,24,577,NA,24,11,3,1
"Maui Zaui on Original Crust w/ Zesty Red Sauce, Medium","Maui Zaui on Original Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",270,11,5,0,35,720,NA,29,13,4,2,213,9,4,0,28,567,NA,23,10,3,2
"Maui Zaui on Original Crust w/ Zesty Red Sauce, Large","Maui Zaui on Original Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",250,10,5,0,30,660,NA,27,12,4,2,212,8,4,0,25,559,NA,23,10,3,2
"Maui Zaui on Original Crust w/ Zesty Red Sauce, Extra Large","Maui Zaui on Original Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",240,10,5,0,30,650,NA,26,12,4,2,205,9,4,0,26,556,NA,22,10,3,2
"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Personal","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Personal, 1 Slice","Pizza",220,7,3.5,0,20,560,NA,29,10,3,1,229,7,4,0,21,583,NA,30,10,3,1
"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Small","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",320,12,6,0,35,790,NA,38,14,4,2,237,9,4,0,26,585,NA,28,10,3,1
"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Medium","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Medium, 1 Slice","Pizza",360,13,6,0,40,920,NA,44,16,5,2,229,8,4,0,25,586,NA,28,10,3,1
"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Large","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",330,12,6,0,35,850,NA,41,15,4,2,226,8,4,0,24,582,NA,28,10,3,1
"Maui Zaui on Pan Crust w/ Zesty Red Sauce, Extra Large","Maui Zaui on Pan Crust w/ Zesty Red Sauce, Tender Ham, Crisp Bacon, Juicy Pineapple, Tomatoes & Red & Green Onions, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",340,12,6,0,35,850,NA,41,15,4,2,230,8,4,0,24,574,NA,28,10,3,1
"Montague's All Meat Marvel on Skinny Crust, Personal","Montague's All Meat Marvel on Skinny Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Personal, 1 Slice","Pizza",170,10,4.5,0,30,430,NA,12,8,1,1,283,17,8,0,50,717,NA,20,13,2,2
"Montague's All Meat Marvel on Skinny Crust, Small","Montague's All Meat Marvel on Skinny Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Small, 1 Slice","Pizza",230,13,6,0,40,580,NA,16,11,2,1,274,15,7,0,48,690,NA,19,13,2,1
"Montague's All Meat Marvel on Skinny Crust, Medium","Montague's All Meat Marvel on Skinny Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Medium, 1 Slice","Pizza",290,17,7,0,50,730,NA,20,14,2,1,282,17,7,0,49,709,NA,19,14,2,1
"Montague's All Meat Marvel on Skinny Crust, Large","Montague's All Meat Marvel on Skinny Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Large, 1 Slice","Pizza",260,15,7,0,40,650,NA,18,13,2,1,280,16,8,0,43,699,NA,19,14,2,1
"Montague's All Meat Marvel on Original Crust, Personal","Montague's All Meat Marvel on Original Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Personal, 1 Slice","Pizza",190,10,4.5,0,30,480,NA,16,9,1,1,275,14,7,0,43,696,NA,23,13,1,1
"Montague's All Meat Marvel on Original Crust, Small","Montague's All Meat Marvel on Original Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Small, 1 Slice","Pizza",260,14,6,0,40,660,NA,23,12,2,1,271,15,6,0,42,688,NA,24,13,2,1
"Montague's All Meat Marvel on Original Crust, Medium","Montague's All Meat Marvel on Original Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Medium, 1 Slice","Pizza",330,17,7,0,50,820,NA,27,15,2,2,280,14,6,0,42,695,NA,23,13,2,2
"Montague's All Meat Marvel on Original Crust, Large","Montague's All Meat Marvel on Original Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Large, 1 Slice","Pizza",290,15,7,0,40,730,NA,25,14,2,2,274,14,7,0,38,689,NA,24,13,2,2
"Montague's All Meat Marvel on Original Crust, Extra Large","Montague's All Meat Marvel on Original Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",290,15,7,0,40,720,NA,24,14,2,2,274,14,7,0,38,679,NA,23,13,2,2
"Montague's All Meat Marvel on Pan Crust, Personal","Montague's All Meat Marvel on Pan Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Personal, 1 Slice","Pizza",250,10,4.5,0,30,610,NA,27,11,2,1,281,11,5,0,34,685,NA,30,12,2,1
"Montague's All Meat Marvel on Pan Crust, Small","Montague's All Meat Marvel on Pan Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Small, 1 Slice","Pizza",330,14,6,0,40,790,NA,36,15,2,2,273,12,5,0,33,653,NA,30,12,2,2
"Montague's All Meat Marvel on Pan Crust, Medium","Montague's All Meat Marvel on Pan Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Medium, 1 Slice","Pizza",380,16,7,0,45,920,NA,45,17,3,2,273,12,5,0,32,662,NA,32,12,2,1
"Montague's All Meat Marvel on Pan Crust, Large","Montague's All Meat Marvel on Pan Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Large, 1 Slice","Pizza",360,15,7,0,45,850,NA,38,16,2,2,279,12,5,0,35,659,NA,29,12,2,2
"Montague's All Meat Marvel on Pan Crust, Extra Large","Montague's All Meat Marvel on Pan Crust w/ Italian Sausage, Pepperoni, Salami, Zesty Red Sauce & Linguica, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",360,15,7,0,45,850,NA,38,16,2,2,277,12,5,0,35,654,NA,29,12,2,2
"Smokehouse Combo on Skinny Crust w/ Pepperoni, Personal","Smokehouse Combo on Skinny Crust w/ Pepperoni, Specialty Pizza, Personal, 1 Slice","Pizza",160,9,4,0,25,430,NA,13,8,2,1,235,13,6,0,37,632,NA,19,12,3,1
