"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"4603",6,1,"List1",60,16,4,20,5,8.404,4,15,4.42,7.16,0
"4604",4,0,"List2",112,11,32,43,4,7.633,6,12,4.86,8.06,1
"4605",5,0,"List1",41,11,25,36,5,9.821,4,10,4.87,7.68,1
"4606",2,1,"List2",14,11,11,22,4,8.371,15,34,3.03,7.47,0
"4607",4,1,"List1",118,15,12,27,4,6.98,15,23,3.96,7.35,0
"4608",2,0,"List2",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4609",4,1,"List2",52,10,12,22,5,8.408,4,6,4.14,8.17,0
"4610",3,0,"List1",57,16,20,36,5,9.474,3,17,4.93,5.05,1
"4611",5,0,"List1",11,10,11,21,5,7.678,2,26,4.07,7.59,0
"4612",6,1,"List1",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4613",1,1,"List1",31,18,12,30,4,10.294,16,36,2.25,5.55,1
"4614",1,1,"List2",55,8,22,30,5,7.795,3,14,3.97,5.94,1
"4615",2,0,"List2",26,14,22,36,5,9.685,0,15,4.04,6.25,1
"4616",6,0,"List2",108,10,9,19,4,8.333,11,15,4.21,4.89,1
"4617",4,1,"List2",94,9,10,19,4,8.091,10,19,4.51,6.95,0
"4618",4,0,"List2",106,16,8,24,6,9.18,2,6,3,8.63,0
"4619",2,1,"List1",110,12,3,15,5,7.74,1,9,4.34,8.35,0
"4620",6,0,"List2",84,12,4,16,5,5.204,2,25,5,9.74,0
"4621",3,1,"List1",63,12,17,29,4,10.8,8,8,2.15,4.22,1
"4622",4,0,"List2",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4623",4,1,"List2",10,12,9,21,5,7.396,1,26,3.29,5.47,0
"4624",4,1,"List2",28,12,1,13,5,7.65,2,10,4.41,9.42,1
"4625",5,1,"List2",47,14,2,16,5,6.652,3,10,3.77,7.63,0
"4626",2,0,"List2",62,10,10,20,4,8.825,12,16,3.4,10.24,0
"4627",1,0,"List1",25,12,17,29,4,10.8,8,8,2.15,4.22,1
"4628",5,1,"List2",89,12,6,18,5,8.331,1,22,3.79,6.62,1
"4629",3,1,"List2",117,8,3,11,4,8.22,13,17,4.9,8.31,0
"4630",2,1,"List2",110,10,8,18,5,8.921,7,13,4,6.94,0
"4631",1,0,"List1",25,12,36,48,6,10.314,5,15,3.9,7.47,0
"4632",5,0,"List2",47,10,7,17,4,7.35,6,5,4.43,6.95,0
"4633",4,1,"List1",46,11,12,23,4,8.438,10,27,4.57,6.05,0
"4634",3,1,"List2",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4635",1,1,"List1",61,16,11,27,4,9.609,10,17,4.86,6.37,0
"4636",3,1,"List2",21,11,11,22,5,7.479,1,3,2.82,6.3,1
"4637",1,1,"List2",91,20,28,48,5,10.055,9,8,3.38,5.83,0
"4638",6,0,"List2",96,14,6,20,5,8.587,5,7,4.87,4.21,0
"4639",2,1,"List2",110,14,3,17,4,8.345,12,17,2.89,5.74,1
"4640",6,1,"List2",48,11,11,22,5,7.479,1,3,2.82,6.3,1
"4641",6,0,"List1",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4642",1,1,"List2",73,7,9,16,5,6.061,3,8,2.55,9.64,0
"4643",2,0,"List2",32,11,17,28,4,7.65,3,4,2.85,8,1
"4644",1,1,"List1",115,15,26,41,4,9.422,9,7,4.96,4.8,1
"4645",5,1,"List1",101,8,13,21,3,8.078,5,10,4.88,7.68,1
"4646",5,0,"List2",83,12,10,22,5,9.604,2,16,3.83,6.21,0
"4647",3,0,"List1",105,11,22,33,4,9.96,9,1,1.87,7.95,1
"4648",4,0,"List2",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4649",6,0,"List1",12,14,18,32,5,7.529,6,19,4.9,5.53,1
"4650",6,0,"List2",54,14,3,17,4,7.567,6,33,3.81,7.58,0
"4651",4,1,"List2",34,10,20,30,4,8.747,13,22,3.13,8.79,0
"4652",2,1,"List2",86,11,7,18,5,8.765,3,13,3.19,8.17,0
"4653",3,0,"List1",69,13,2,15,5,7.264,3,8,3.93,7.72,0
"4654",1,1,"List1",73,9,10,19,4,8.259,8,7,4.7,7.39,0
"4655",3,1,"List2",9,18,11,29,5,7.482,5,18,4.59,5.24,0
"4656",3,0,"List2",9,12,5,17,4,7.291,10,7,3.6,9.58,0
"4657",6,0,"List1",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4658",6,0,"List1",24,20,2,22,5,8.338,5,11,2.63,8.95,0
"4659",4,1,"List1",28,8,11,19,4,9.745,14,21,4.31,8.63,1
"4660",6,0,"List2",6,14,6,20,5,8.587,5,7,4.87,4.21,0
"4661",6,0,"List1",60,9,59,68,4,9.429,2,31,2.36,4.5,0
"4662",3,1,"List1",39,7,1,8,5,6.232,5,14,2.65,9.25,0
"4663",2,0,"List1",38,6,6,12,5,6.922,3,16,4.09,8.7,1
"4664",3,1,"List1",33,15,26,41,4,9.422,9,7,4.96,4.8,1
"4665",4,0,"List2",4,15,2,18,7,5.948,0,3,3.74,8.17,1
"4666",1,1,"List1",49,18,4,22,5,7.51,3,6,3.66,8.84,0
"4667",5,1,"List1",101,13,7,20,4,8.039,14,16,4.72,4.67,0
"4668",6,0,"List1",24,12,9,21,5,9.33,3,8,4.59,8.3,0
"4669",1,0,"List1",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4670",6,0,"List1",36,11,25,36,5,9.821,4,10,4.87,7.68,0
"4671",5,1,"List2",41,13,2,15,4,8.345,12,17,2.89,7.58,0
"4672",3,0,"List2",75,7,4,11,4,9.544,9,12,3.85,7.53,0
"4673",5,1,"List2",47,12,0,12,4,8.51,8,14,3.17,3.05,1
"4674",3,1,"List2",39,8,3,11,4,8.22,13,17,4.9,8.31,0
"4675",3,1,"List1",75,18,4,22,5,7.51,3,6,3.66,8.84,0
"4676",5,0,"List2",95,10,9,19,4,8.333,11,15,4.21,4.89,1
"4677",1,1,"List1",55,15,19,34,4,10.384,5,30,1.86,6.17,0
"4678",3,1,"List1",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4679",5,1,"List2",11,11,98,109,5,9.179,5,4,3.7,4.22,1
"4680",1,1,"List2",109,7,19,26,4,9.038,10,33,4.2,7.11,0
"4681",1,1,"List2",1,7,6,13,6,5.565,1,0,4.3,8.05,0
"4682",1,1,"List1",43,11,4,15,4,8.079,5,24,3.83,5.55,1
"4683",4,1,"List2",34,20,28,48,5,10.055,9,8,3.38,5.83,0
"4684",4,0,"List1",94,3,6,9,3,6.486,13,13,3.63,6.21,0
"4685",1,1,"List1",61,11,4,15,4,6.727,4,15,4.61,8.44,0
"4686",2,0,"List2",50,9,10,19,4,8.091,10,19,4.51,6.95,0
"4687",1,1,"List2",7,11,2,13,5,8.276,2,4,2.68,5.33,0
"4688",6,0,"List2",54,7,2,9,4,6.346,16,31,3.37,8.95,1
"4689",4,0,"List2",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4690",2,1,"List2",62,14,6,20,5,8.587,5,7,4.87,4.21,0
"4691",6,0,"List2",6,7,6,13,6,5.565,1,0,4.3,8.05,1
"4692",2,0,"List1",80,5,2,7,3,8.128,15,21,4.88,6.94,1
"4693",3,1,"List1",9,9,59,68,4,9.429,2,31,2.36,4.5,0
"4694",3,1,"List2",15,14,22,36,5,9.685,0,15,4.04,6.25,0
"4695",1,0,"List1",73,11,58,69,5,9.72,4,6,4.96,4,0
"4696",5,0,"List2",17,16,1,17,4,7.174,14,22,2.04,7.58,1
"4697",4,0,"List1",52,18,4,22,5,7.51,3,6,3.66,8.84,0
"4698",6,0,"List1",60,11,8,19,5,8.919,0,1,3.64,8.78,0
"4699",2,1,"List1",26,11,3,14,6,8.028,2,7,4.32,7.39,0
"4700",3,0,"List2",21,12,0,12,4,8.51,8,14,3.17,3.05,1
"4701",2,0,"List1",104,14,2,16,4,6.989,13,27,4.5,7.6,0
"4702",6,0,"List1",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4703",6,0,"List2",114,22,5,27,4,7.594,6,11,2.43,5.5,0
"4704",4,0,"List2",64,11,8,19,5,7.31,2,12,4.86,6.53,0
"4705",2,1,"List1",14,17,4,21,5,7.026,3,14,4.2,9.89,0
"4706",4,1,"List1",88,17,11,28,3,8.307,6,8,4.37,5.79,0
"4707",5,1,"List2",11,12,3,15,5,5.204,2,25,5,9.74,0
"4708",1,1,"List1",43,17,11,28,3,8.307,6,8,4.37,5.79,1
"4709",3,0,"List2",45,12,4,16,4,8.381,13,27,3.33,7.89,0
"4710",4,1,"List2",94,8,3,11,4,7.92,8,33,4.14,9.12,1
"4711",5,0,"List2",101,8,4,12,6,8.355,0,7,4.84,4.94,0
"4712",2,0,"List1",20,15,2,17,7,5.948,0,3,3.77,8.17,0
"4713",3,1,"List2",99,10,3,13,4,8.331,8,12,3.46,11.05,0
"4714",4,0,"List1",94,11,8,19,5,8.919,0,1,3.64,8.78,1
"4715",2,0,"List2",86,11,8,19,5,7.31,2,12,4.86,6.53,0
"4716",1,1,"List1",79,6,32,38,4,8.443,15,24,2.37,8.05,0
"4717",5,0,"List1",47,9,37,46,5,10.106,8,13,5,4.42,0
"4718",1,1,"List1",31,11,1,12,5,6.763,3,3,4.78,7.58,0
"4719",5,1,"List2",59,12,0,12,4,8.51,8,14,3.17,3.05,0
"4720",6,0,"List2",78,9,2,11,4,6.69,5,6,4.39,9.82,0
"4721",3,0,"List1",27,15,19,34,4,10.384,5,30,1.86,6.17,0
"4722",2,1,"List1",62,11,1,12,5,6.763,3,3,4.78,7.58,1
"4723",2,1,"List1",74,10,9,20,4,8.333,11,15,4.21,6.05,1
"4724",3,1,"List2",81,9,2,11,4,6.69,5,6,4.39,9.82,0
"4725",2,1,"List2",26,10,10,20,4,8.825,12,16,3.4,10.24,1
"4726",2,0,"List2",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4727",6,1,"List1",54,9,2,11,4,8.449,16,21,3.52,8.84,1
"4728",6,1,"List2",12,8,4,12,6,8.355,0,7,4.84,4.94,1
"4729",5,0,"List2",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4730",5,0,"List1",11,16,3,19,4,7.591,13,28,3.86,9.72,0
"4731",1,1,"List2",19,10,8,18,5,8.921,7,13,4,6.94,0
"4732",4,1,"List1",64,12,6,18,5,9.442,1,0,3.11,9.72,0
"4733",4,0,"List1",94,14,45,59,3,9.608,12,34,4.81,4.74,0
"4734",6,0,"List1",120,15,3,18,5,8.108,1,4,3.07,8.89,1
"4735",1,1,"List1",91,13,11,24,3,8.813,16,20,3.92,8.22,0
"4736",2,0,"List2",20,7,9,16,6,6.061,1,0,4.3,8.05,1
"4737",4,1,"List2",112,10,10,20,4,8.825,12,16,3.4,10.24,0
"4738",4,0,"List1",46,13,7,20,5,7.728,5,13,4.19,6,0
"4739",6,0,"List2",54,16,4,19,4,7.567,6,11,3.97,6,1
"4740",6,0,"List1",42,11,8,19,6,7.26,1,5,4.55,11.83,0
"4741",6,0,"List1",66,5,2,7,4,6.976,12,11,4.3,5.62,0
"4742",6,0,"List2",12,11,11,22,4,8.371,15,34,3.03,7.47,0
"4743",5,0,"List2",47,10,8,18,4,8.498,11,25,4.13,4.95,0
"4744",1,1,"List2",13,14,3,17,5,7.509,5,13,4.68,6.776,1
"4745",1,1,"List2",43,13,2,15,3,8.758,18,27,4.11,3.15,0
"4746",3,0,"List1",39,16,11,27,4,9.609,10,17,4.86,6.37,1
"4747",5,0,"List1",53,18,12,30,4,10.294,16,36,2.25,5.55,0
"4748",3,1,"List1",51,11,4,15,4,8.079,5,24,3.83,5.55,1
"4749",3,1,"List2",15,13,98,111,4,8.969,15,21,1.97,5.83,0
"4750",6,1,"List2",24,13,5,18,4,7.291,10,7,3.6,9.58,1
"4751",5,0,"List1",107,11,14,26,4,10.8,9,1,1.87,8.39,0
"4752",4,1,"List1",112,13,4,17,5,7.024,3,5,3.44,9.74,1
"4753",6,0,"List1",54,18,21,39,4,10.34,8,22,2.54,6.33,0
"4754",6,0,"List2",30,12,9,21,5,7.396,1,26,3.29,5.47,0
"4755",3,0,"List2",87,11,8,19,5,7.31,2,12,4.86,6.53,0
"4756",5,0,"List1",35,14,8,22,5,9.686,1,3,3.75,7.65,0
"4757",2,1,"List1",62,11,4,15,4,8.079,5,24,3.83,5.55,1
"4758",2,1,"List2",14,13,42,55,4,9.524,10,24,3.19,7.56,0
"4759",2,0,"List1",56,13,48,61,4,9.813,4,27,4.97,6.67,0
"4760",1,1,"List2",115,13,42,55,4,9.524,10,24,3.19,7.56,1
"4761",6,0,"List1",18,13,4,17,5,7.024,3,5,3.44,9.74,0
"4762",1,1,"List2",7,14,3,17,5,7.509,5,13,4.68,6.776,1
"4763",2,1,"List1",74,15,26,41,4,9.422,9,7,4.96,4.8,1
"4764",4,0,"List2",4,13,1,14,4,7.622,4,11,4.68,6.81,0
"4765",5,1,"List1",89,9,20,29,4,7.328,1,8,3.15,7.28,0
"4766",5,0,"List2",89,14,2,16,5,6.652,3,10,3.77,7.63,0
"4767",1,1,"List2",31,16,2,18,5,7.01,3,3,3.56,8.79,0
"4768",4,1,"List2",34,10,11,21,4,9.05,11,1,2.41,9.58,0
"4769",5,0,"List2",53,13,4,17,4,8.345,10,17,2.89,5.74,1
"4770",6,0,"List1",78,3,6,9,3,6.486,13,13,3.63,6.21,0
"4771",1,1,"List2",85,14,2,16,5,6.652,3,10,3.77,7.63,0
"4772",5,0,"List2",47,8,22,30,5,7.795,3,14,3.97,5.94,0
"4773",4,1,"List1",58,6,8,14,4,8.977,16,25,4.37,5.53,0
"4774",1,1,"List1",115,3,6,9,3,6.486,13,13,3.63,6.21,1
"4775",2,0,"List2",68,19,14,33,5,8.158,2,9,5,8.47,1
"4776",3,0,"List1",105,11,9,20,5,8.919,0,1,3.64,8.78,1
"4777",5,0,"List2",119,10,11,21,4,9.05,11,1,2.41,9.58,0
"4778",6,0,"List2",78,14,2,16,5,6.652,3,10,3.77,7.63,0
"4779",3,1,"List2",51,9,15,24,5,8.27,1,10,2.7,8.39,1
"4780",2,0,"List2",50,12,22,34,5,8.492,0,2,2.93,8.11,0
"4781",2,1,"List1",38,13,118,131,4,11.196,10,23,4.07,5.17,0
"4782",2,0,"List2",32,11,17,28,4,7.65,3,4,2.85,8,1
"4783",6,0,"List1",60,15,3,18,5,8.108,1,4,3.07,8.89,0
"4784",2,1,"List1",8,15,26,41,4,9.422,9,7,4.96,4.8,0
"4785",4,1,"List2",82,10,8,18,6,7.627,0,2,4.56,9,0
"4786",2,1,"List2",62,9,10,19,4,8.091,10,19,4.51,6.95,1
"4787",3,0,"List2",105,7,0,7,5,8.659,4,8,2.88,4,1
"4788",2,0,"List2",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4789",4,0,"List1",82,6,8,14,4,8.977,16,25,4.37,5.53,0
"4790",6,1,"List2",120,11,2,13,5,8.276,2,4,2.68,5.33,0
"4791",1,1,"List1",37,9,19,28,4,6.741,3,15,3.43,5.79,1
"4792",5,1,"List1",83,14,5,19,5,6.891,4,5,2.59,10.32,0
"4793",2,0,"List2",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4794",4,1,"List2",100,13,2,15,5,8.182,2,9,4,8.26,0
"4795",3,0,"List2",117,14,3,17,4,8.345,12,17,2.89,5.74,0
"4796",1,1,"List1",79,14,20,34,4,10.721,14,34,3.82,5.26,0
"4797",5,1,"List2",65,11,5,16,4,6.387,8,11,4.48,9.95,0
"4798",3,1,"List2",9,10,3,13,4,8.331,8,12,3.46,11.05,0
"4799",3,0,"List1",33,15,9,24,5,7.302,4,15,4.4,8.5,0
"4800",3,1,"List1",75,12,9,21,5,9.33,3,8,4.59,8.3,0
"4801",3,1,"List1",105,11,22,33,4,9.96,9,1,1.87,7.95,1
"4802",6,1,"List2",102,20,28,48,5,10.055,9,8,3.38,5.83,0
"4803",4,1,"List2",118,10,2,12,5,8.053,2,8,1.86,9,1
"4804",4,1,"List2",64,9,2,11,5,6.837,3,8,2.47,8.8,0
"4805",2,1,"List1",110,7,33,40,5,8.352,4,15,5,5.26,1
"4806",5,0,"List1",65,11,2,13,6,6.56,2,4,3.86,8.18,0
"4807",6,1,"List1",66,5,2,7,3,8.128,15,21,4.88,6.94,1
"4808",5,0,"List2",89,10,9,19,4,8.333,11,15,4.21,4.89,1
"4809",5,1,"List2",11,12,4,16,6,7.851,1,5,2.46,8.37,0
"4810",1,1,"List2",115,9,4,13,6,7.564,3,3,4.46,10.21,0
"4811",6,0,"List2",42,11,11,22,5,7.479,1,3,2.82,6.3,0
"4812",5,0,"List1",5,14,14,28,5,8.734,3,8,3.62,8.16,1
"4813",6,0,"List2",96,14,2,16,7,6.974,3,5,3.74,7.94,0
"4814",6,0,"List2",18,13,2,15,4,7.81,12,17,4.84,8.31,1
"4815",3,1,"List1",57,10,11,21,5,7.678,2,26,4.07,7.59,0
"4816",4,1,"List2",34,10,2,12,5,8.053,2,8,1.86,9,0
"4817",1,0,"List2",7,7,3,10,5,8.293,0,5,3.64,8.15,1
"4818",4,0,"List2",40,12,1,13,5,7.65,2,10,4.41,9.42,0
"4819",2,1,"List2",104,10,7,17,4,7.35,6,5,4.43,6.95,0
"4820",5,0,"List2",5,8,3,11,4,8.22,13,17,4.9,8.31,1
"4821",2,0,"List1",8,11,4,15,4,6.727,4,15,4.61,8.44,1
"4822",2,1,"List1",74,18,12,30,4,10.294,16,36,2.25,5.55,1
"4823",1,1,"List2",97,12,8,20,4,9.216,10,21,3.79,11.06,1
"4824",4,1,"List2",100,8,3,11,4,7.92,8,33,4.14,9.12,1
"4825",1,1,"List1",19,11,9,20,5,8.919,0,1,3.64,8.78,1
"4826",2,1,"List2",32,12,3,15,5,5.204,2,25,5,9.74,1
"4827",4,1,"List2",40,7,3,10,4,7.682,6,33,4.14,7.58,0
"4828",2,1,"List1",62,12,3,15,5,7.74,1,9,4.34,8.35,0
"4829",6,0,"List1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4830",5,0,"List1",23,12,6,18,5,9.442,1,0,3.11,9.72,0
"4831",1,1,"List2",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4832",6,0,"List1",48,11,22,33,4,9.96,9,1,1.87,7.95,1
"4833",4,0,"List2",40,9,4,13,6,7.564,3,3,4.46,10.21,1
"4834",2,1,"List2",8,14,3,17,5,7.509,5,13,4.68,6.776,1
"4835",4,0,"List2",58,13,14,27,5,8.828,4,4,4.7,6.33,1
"4836",1,1,"List1",61,13,13,26,5,7.878,2,7,2.82,5.83,0
"4837",2,1,"List2",50,11,11,22,5,7.479,1,3,2.82,6.3,0
"4838",6,0,"List1",6,8,11,19,4,9.745,14,21,4.31,8.63,0
"4839",6,0,"List1",72,12,6,18,6,9.442,1,8,4.59,8.53,0
"4840",3,0,"List2",75,9,2,11,4,8.535,12,8,3.85,10.1,0
"4841",6,0,"List2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4842",2,1,"List1",62,11,3,14,6,8.028,2,7,4.32,7.39,0
"4843",5,0,"List1",41,12,9,21,6,9.33,3,8,4.59,8.3,0
"4844",6,0,"List2",114,12,1,13,5,7.65,2,10,4.41,9.42,0
"4845",4,1,"List1",22,6,12,18,5,8.185,4,19,2.89,6.4,0
"4846",2,1,"List2",80,12,6,18,5,8.331,1,22,3.79,6.62,0
"4847",2,0,"List2",86,8,4,12,6,8.355,0,7,4.84,4.94,1
"4848",2,0,"List1",68,17,11,28,3,8.307,6,8,4.37,5.79,1
"4849",6,0,"List2",6,18,11,29,5,7.482,5,18,4.59,5.24,0
"4850",2,1,"List1",44,11,25,36,5,9.821,4,10,4.87,7.68,1
"4851",3,0,"List2",57,16,1,17,4,7.174,14,22,2.04,7.58,1
"4852",5,1,"List1",5,9,2,11,4,8.449,16,21,3.52,8.84,0
"4853",6,0,"List1",114,14,10,24,5,8.753,4,8,3.45,7.49,0
"4854",5,0,"List2",5,14,6,20,5,8.587,5,7,4.87,4.21,0
"4855",2,0,"List1",116,7,33,40,5,8.352,4,15,5,5.26,0
"4856",3,0,"List2",51,7,0,7,5,8.659,4,8,2.88,4,0
"4857",4,0,"List1",40,8,4,12,5,8.3,1,3,3.04,7.79,0
"4858",4,0,"List2",100,12,0,12,4,8.51,8,14,3.17,3.05,1
"4859",4,0,"List1",22,7,33,40,5,8.352,4,15,5,5.26,0
"4860",3,0,"List2",27,8,22,30,5,7.795,3,14,3.97,5.94,1
"4861",1,1,"List1",7,5,2,7,3,8.128,15,21,4.88,6.94,1
"4862",3,1,"List2",9,12,9,21,5,7.396,1,26,3.29,5.47,0
"4863",4,0,"List2",22,1,10,11,4,8.301,9,12,3.38,8.11,0
"4864",1,1,"List1",25,13,7,20,4,8.039,14,16,4.72,4.67,0
"4865",5,0,"List2",53,10,20,30,4,8.747,13,22,3.13,8.79,1
"4866",6,0,"List2",30,10,8,18,4,8.498,11,25,4.13,4.95,1
"4867",1,1,"List2",1,10,9,19,4,8.371,15,34,3.03,7.47,1
"4868",2,1,"List2",80,12,6,18,5,7.363,3,10,4.72,11.05,0
"4869",3,1,"List2",75,7,9,16,5,6.061,3,8,2.55,9.64,0
"4870",6,0,"List2",6,10,3,13,4,8.331,8,12,3.46,11.05,0
"4871",1,0,"List1",61,16,20,36,5,9.474,3,17,4.93,5.05,1
"4872",4,0,"List2",10,13,2,15,5,8.182,2,9,4,8.26,0
"4873",6,0,"List2",54,8,3,11,4,7.92,8,33,4.14,9.12,0
"4874",2,1,"List1",8,15,9,24,5,7.302,4,15,4.4,8.5,0
"4875",4,0,"List2",76,16,2,18,5,7.01,3,3,3.56,8.79,1
"4876",5,0,"List1",41,8,2,10,4,7.343,8,7,3.93,6.68,0
"4877",6,0,"List2",24,19,4,23,5,9.285,3,4,3.74,9.83,0
"4878",6,1,"List2",96,11,1,12,5,6.506,1,14,4.28,7,0
"4879",1,1,"List1",97,13,7,20,4,8.039,14,16,4.72,4.67,0
"4880",5,0,"List1",71,12,9,21,4,9.414,6,24,3.5,7.32,0
"4881",5,0,"List2",11,14,8,22,4,7.705,13,31,4.84,5.83,0
"4882",4,1,"List2",64,7,3,10,5,8.293,0,5,3.64,8.15,0
"4883",4,0,"List2",82,8,3,11,4,7.92,8,33,4.14,9.12,1
"4884",6,0,"List2",6,14,8,22,4,7.705,13,31,4.84,5.83,0
"4885",4,0,"List1",118,8,13,21,3,8.078,5,10,4.88,7.68,0
"4886",6,0,"List1",72,14,5,19,3,7.955,14,26,4.62,5.795,0
"4887",6,0,"List2",48,12,6,18,5,8.331,1,22,3.79,6.62,0
"4888",4,1,"List2",106,10,3,13,4,8.331,8,12,3.46,11.05,1
"4889",3,1,"List1",57,14,8,22,5,9.686,1,3,3.75,7.65,0
"4890",5,1,"List2",65,13,2,15,4,8.345,12,17,2.89,7.58,0
"4891",2,1,"List2",32,10,8,18,5,8.921,7,13,4,6.94,1
"4892",1,1,"List1",115,15,9,24,5,7.302,4,15,4.4,8.5,1
"4893",4,0,"List1",76,13,11,24,3,8.813,16,20,3.92,8.22,1
"4894",4,0,"List2",16,8,22,30,5,7.795,3,14,3.97,5.94,0
"4895",6,0,"List2",54,14,18,32,4,10.218,12,31,4.34,5.94,0
"4896",4,1,"List2",88,11,2,13,5,8.276,2,4,2.68,5.33,1
"4897",2,1,"List2",56,7,3,10,4,7.682,6,33,4.14,7.58,0
"4898",6,0,"List2",90,9,2,11,5,6.837,3,8,2.47,8.8,0
"4899",6,0,"List1",12,11,9,20,5,8.919,0,1,3.64,8.78,0
"4900",1,1,"List2",19,11,3,14,4,6.45,3,9,2.27,9.28,0
"4901",5,0,"List1",95,14,8,22,5,9.686,1,3,3.75,7.65,1
"4902",3,1,"List2",27,18,11,29,5,7.482,5,18,4.59,5.24,1
"4903",6,0,"List2",108,10,11,21,4,9.05,11,1,2.41,9.58,0
"4904",2,1,"List1",80,17,11,28,3,8.307,6,8,4.37,5.79,0
"4905",4,1,"List2",70,14,2,16,7,6.974,3,5,3.74,7.94,0
"4906",5,0,"List2",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4907",6,1,"List2",48,12,6,18,5,7.363,3,10,4.72,11.05,0
"4908",4,1,"List1",106,13,7,20,4,8.039,14,16,4.72,4.67,0
"4909",5,1,"List1",113,13,13,26,5,7.878,2,7,2.82,5.83,0
"4910",5,0,"List1",71,13,11,24,3,8.813,16,20,3.92,8.22,0
"4911",4,1,"List2",76,9,4,13,6,7.564,3,3,4.46,10.21,1
"4912",4,1,"List2",16,20,28,48,5,10.055,9,8,3.38,5.83,0
"4913",3,0,"List2",75,16,10,26,4,8.728,4,23,4.73,11.05,0
"4914",6,1,"List2",54,11,98,109,5,9.179,5,4,3.7,4.22,0
"4915",5,0,"List1",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4916",1,1,"List2",61,11,1,12,5,6.506,1,14,4.28,7,0
"4917",1,1,"List1",37,13,48,61,4,9.813,4,27,4.97,6.67,1
"4918",4,1,"List1",46,9,19,28,4,6.741,3,15,3.43,5.79,0
"4919",1,1,"List2",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4920",3,0,"List2",57,14,18,32,4,10.218,12,31,4.34,5.94,0
"4921",4,0,"List2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4922",4,0,"List1",94,12,17,29,4,10.8,8,8,2.15,4.22,0
"4923",2,0,"List2",116,10,3,13,4,8.331,8,12,3.46,11.05,0
"4924",3,0,"List1",57,15,6,21,5,10.136,8,22,4.7,7.28,1
"4925",5,0,"List1",89,11,13,24,4,8.719,5,11,3.27,6.83,0
"4926",3,1,"List1",45,13,17,30,5,8.365,9,9,2.96,4.22,1
"4927",3,1,"List2",75,7,3,10,5,8.293,0,5,3.64,8.15,0
"4928",4,0,"List1",88,14,3,17,5,9.437,6,17,3.82,6.72,0
"4929",2,1,"List1",26,17,6,23,4,8.582,9,13,2.48,8.05,0
"4930",3,1,"List1",33,9,59,68,4,9.429,2,31,2.36,4.5,1
"4931",1,0,"List1",55,20,2,22,5,8.338,5,11,2.63,8.95,1
"4932",2,0,"List2",8,14,2,16,5,6.652,3,10,3.77,7.63,0
"4933",4,1,"List1",58,15,3,18,5,8.108,1,4,3.07,8.89,1
"4934",6,0,"List1",6,11,3,14,5,6.933,2,9,2.59,10.22,0
"4935",2,1,"List1",62,11,4,15,4,6.727,4,15,4.61,8.44,0
"4936",1,1,"List1",97,13,48,61,4,9.813,4,27,4.97,6.67,0
"4937",2,1,"List2",14,10,8,18,4,8.498,11,25,4.13,4.95,1
"4938",3,1,"List1",111,14,18,32,5,7.529,6,19,4.9,5.53,1
"4939",1,1,"List2",19,10,9,19,4,8.333,11,15,4.21,4.89,0
"4940",6,0,"List1",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4941",4,1,"List2",28,9,2,11,5,6.837,3,8,2.47,8.8,0
"4942",6,1,"List1",42,9,19,28,4,6.741,3,15,3.43,5.79,0
"4943",3,0,"List2",27,16,1,17,4,7.174,14,22,2.04,7.58,1
"4944",5,1,"List1",47,14,4,18,4,8.139,10,17,3.39,7.74,1
"4945",4,0,"List1",106,14,8,22,5,9.686,1,3,3.75,7.65,0
"4946",4,0,"List1",46,13,11,24,3,8.813,16,20,3.92,8.22,1
"4947",6,0,"List1",102,17,57,74,3,10.491,9,15,2.93,5,0
"4948",2,0,"List2",20,4,3,7,5,6.862,3,4,4.57,7.95,1
"4949",2,0,"List1",38,15,6,21,5,10.136,8,22,4.7,7.28,0
